"miasto";"ulica";"pokoi";"powierzchnia";"pietro";"cena";"cenam2";"dzielnica";"data"
"Krakow";"bialopradnicka";2;30;"parter";259000;8634;"Pradnik Bialy";2011-07-05
"Krakow";"stojalowskiego stanislawa";3;61.4;"parter";315000;5131;"Podgorze";2011-07-05
"Krakow";"siemienowicza";2;57;"1";380000;6667;"Podgorze";2011-07-05
"Krakow";"smolensk";3;72;"1";910000;12639;"Stare Miasto";2011-07-05
"Krakow";"zyblikiewicza ";5;162.47;"4";1300000;8002;"Grzegorzki";2011-07-05
"Krakow";"wysokie ";1;24;"4";156000;6500;"Nowa Huta";2011-07-05
"Krakow";"szlak ";5;186;"4";1200000;6452;"Stare Miasto";2011-07-05
"Krakow";"bonarka ";11;600;"1";2550000;4250;"inne";2011-07-05
"Krakow";"westerplatte";3;122.9;"3";1216710;9900;"Grzegorzki";2011-07-05
"Krakow";"telimeny";3;62;"4";350000;5646;"Biezanow-Prokocim";2011-07-05
"Krakow";"mieszkanie pol roczne ";2;34.2;"6";257000;7515;"inne";2011-07-05
"Krakow";"dobrego pasterza";4;66;"11";350000;5304;"inne";2011-07-05
"Krakow";"bujaka ";2;45;"4";156000;3467;"inne";2011-07-05
"Krakow";"topolowa";3;82;"parter";530000;6464;"Grzegorzki";2011-07-05
"Krakow";"wlodkowica";2;35;"5";235000;6715;"Pradnik Czerwony";2011-07-05
"Krakow";"fiolkowa";5;132;"3";838000;6349;"Grzegorzki";2011-07-05
"Krakow";"kuznicy kollatajowskiej";2;57;"3";355000;6229;"Pradnik Bialy";2011-07-05
"Krakow";"lubicz";1;37;"4";279720;7560;"Stare Miasto";2011-07-05
"Krakow";"pradnicka";2;55;"parter";275000;5000;"Pradnik Bialy";2011-07-05
"Krakow";"langiewicza";2;55;"1";429000;7800;"Stare Miasto";2011-07-05
"Krakow";"ugorek ";2;52.7;"1";279000;5295;"Pradnik Czerwony";2011-07-05
"Krakow";"mackiewicza";2;52;"2";369000;7097;"Pradnik Bialy";2011-07-05
"Krakow";"rozyckiego";2;36;"6";245000;6806;"Pradnik Bialy";2011-07-05
"Krakow";"kedzierzynska";4;115;"1";470000;4087;"Podgorze";2011-07-05
"Krakow";"gornikow";2;58;"2";380000;6552;"Podgorze";2011-07-05
"Krakow";"luzycka";4;62.7;"parter";470000;7497;"Podgorze";2011-07-05
"Krakow";"aleja daszynskiego";3;63.78;"3";519000;8138;"Grzegorzki";2011-07-05
"Krakow";"anczyca";3;72.5;"2";960000;13242;"Zwierzyniec";2011-07-05
"Krakow";"piastowska";2;53;"3";399000;7529;"Zwierzyniec";2011-07-05
"Krakow";"kasztanowej";3;96;"1";1250000;13021;"Zwierzyniec";2011-07-05
"Krakow";"kasztanowej";6;194;"2";1750000;9021;"Zwierzyniec";2011-07-05
"Krakow";"grzegorzecka";3;77;"2";950000;12338;"Grzegorzki";2011-07-05
"Krakow";"emaus";4;139;"3";1680000;12087;"Zwierzyniec";2011-07-05
"Krakow";"prazmowskiego";6;193.94;"4";890000;4590;"Grzegorzki";2011-07-05
"Krakow";"kasztanowej";6;195;"2";1750000;8975;"Zwierzyniec";2011-07-05
"Krakow";"jozefa pilsudskiego";4;127.9;"3";1270000;9930;"Stare Miasto";2011-07-05
"Krakow";"kasztanowej";3;99;"1";1250000;12627;"Zwierzyniec";2011-07-05
"Krakow";"kremerowska";2;48.5;"4";530000;10928;"Stare Miasto";2011-07-05
"Krakow";"emaus";2;72;"1";950000;13195;"Zwierzyniec";2011-07-05
"Krakow";"emaus";2;68;"1";9e+05;13236;"Zwierzyniec";2011-07-05
"Krakow";"prazmowskiego";2;80;"4";450000;5625;"inne";2011-07-05
"Krakow";"starowislna";2;51;"3";545900;10704;"Stare Miasto";2011-07-05
"Krakow";"kolowa";2;44.21;"";384000;8686;"Bronowice";2011-07-05
"Krakow";"wzgorze swietej bronislawy";4;73;"2";960000;13151;"Zwierzyniec";2011-07-05
"Krakow";"urzednicza";1;43;"parter";360000;8373;"Krowodrza";2011-07-05
"Krakow";"daszynskiego";3;64;"3";519000;8110;"Grzegorzki";2011-07-05
"Krakow";"przegon";4;105;"3";1680500;16005;"inne";2011-07-05
"Krakow";"przegon";2;44;"1";668800;15200;"inne";2011-07-05
"Krakow";"majora";3;52;"4";340000;6539;"Pradnik Czerwony";2011-07-05
"Krakow";"";3;84;"3";645000;7679;"Pradnik Bialy";2011-07-05
"Krakow";"nowohucka";2;43;"";299000;6954;"Podgorze";2011-07-05
"Krakow";"oswiecenia";2;48.5;"7";356000;7341;"Nowa Huta";2011-07-05
"Krakow";"";4;81;"1";419000;5173;"Nowa Huta";2011-07-05
"Krakow";"luzycka";4;89;"3";620000;6967;"Podgorze Duchackie";2011-07-05
"Krakow";"";3;76;"";539000;7093;"Krowodrza";2011-07-05
"Krakow";"miodowej";1;33.4;"4";150000;4492;"Stare Miasto";2011-07-05
"Krakow";"lipinskiego";3;57.07;"2";420000;7360;"Debniki";2011-07-05
"Krakow";"moraczewskiego";3;62.82;"2";189000;3009;"Podgorze";2011-07-05
"Krakow";"centrum d";2;37;"3";235000;6352;"Nowa Huta";2011-07-05
"Krakow";"albertynskie";3;50;"4";357000;7140;"Nowa Huta";2011-07-05
"Krakow";"stanczyka";4;127.38;"6";1086551;8530;"Bronowice";2011-07-05
"Krakow";"stanczyka";3;85.52;"2";541295;6330;"Bronowice";2011-07-05
"Krakow";"";2;49.36;"parter";340000;6889;"Pradnik Bialy";2011-07-04
"Krakow";"";2;33.07;"3";275000;8316;"Zwierzyniec";2011-07-04
"Krakow";"";3;53;"3";350000;6604;"Pradnik Bialy";2011-07-04
"Krakow";"kijowska";3;70;"6";499000;7129;"Krowodrza";2011-07-04
"Krakow";"fiolkowa";5;144;"3";849000;5896;"Pradnik Czerwony";2011-07-04
"Krakow";"seweryna";2;45.5;"parter";298000;6550;"Biezanow-Prokocim";2011-07-04
"Krakow";"bobrzynskiego";2;48.9;"1";389000;7956;"Debniki";2011-07-04
"Krakow";"myczkowskiego";2;54;"3";346000;6408;"Bronowice";2011-07-04
"Krakow";"czarnowiejska";4;70;"4";530000;7572;"Krowodrza";2011-07-04
"Krakow";"mozarta";4;76;"2";549000;7224;"Pradnik Bialy";2011-07-04
"Krakow";"spoldziecow ";2;46;"parter";275000;5979;"Biezanow-Prokocim";2011-07-04
"Krakow";"krowoderskich zuchow";4;64;"4";380000;5938;"Krowodrza";2011-07-04
"Krakow";"zlotego wieku";4;57;"3";320000;5615;"Nowa Huta";2011-07-04
"Krakow";"juliusza lea";1;30.29;"1";310775;10260;"Krowodrza";2011-07-04
"Krakow";"juliusza lea";1;21.92;"1";236736;10800;"Krowodrza";2011-07-04
"Krakow";"juliusza lea";1;25.98;"1";266554;10260;"Krowodrza";2011-07-04
"Krakow";"juliusza lea";1;19.24;"1";207792;10800;"Krowodrza";2011-07-04
"Krakow";"juliusza lea";1;19.77;"1";213516;10800;"Krowodrza";2011-07-04
"Krakow";"juliusza lea";1;19.87;"1";214596;10800;"Krowodrza";2011-07-04
"Krakow";"juliusza lea";1;27.46;"1";281739;10260;"Krowodrza";2011-07-04
"Krakow";"rozdroze";3;70;"3";524000;7486;"Debniki";2011-07-04
"Krakow";"krzywda";2;60;"3";387000;6450;"Podgorze";2011-07-04
"Krakow";"";2;51;"5";292000;5726;"Nowa Huta";2011-07-04
"Krakow";"";2;49;"parter";340000;6939;"Pradnik Bialy";2011-07-04
"Krakow";"";2;37;"";297000;8028;"Pradnik Czerwony";2011-07-04
"Krakow";"";2;33.7;"";275000;8161;"inne";2011-07-04
"Krakow";"garncarska";6;206;"4";560000;2719;"Stare Miasto";2011-07-04
"Krakow";"ugorek";2;53;"1";275000;5189;"Pradnik Czerwony";2011-07-04
"Krakow";"sadowa";2;46.7;"3";315000;6746;"Grzegorzki";2011-07-04
"Krakow";"na szaniec";2;44.2;"2";342000;7738;"Grzegorzki";2011-07-04
"Krakow";"na blonie";3;54;"1";3e+05;5556;"Bronowice";2011-07-04
"Krakow";"beliny";4;123;"2";1200000;9757;"Grzegorzki";2011-07-04
"Krakow";"stanczyka";2;43;"9";515000;11977;"Bronowice";2011-07-04
"Krakow";"krowoderskich zuchow";4;64;"4";380000;5938;"Krowodrza";2011-07-04
"Krakow";"emaus";3;120;"1";1850000;15417;"Zwierzyniec";2011-07-04
"Krakow";"spoldzielcow ";2;46;"parter";270000;5870;"Podgorze";2011-07-04
"Krakow";"wysokie ";3;56;"2";348000;6215;"Nowa Huta";2011-07-04
"Krakow";"stachiewicza ";2;36;"parter";250000;6945;"Pradnik Bialy";2011-07-04
"Krakow";"";4;72.5;"parter";450000;6207;"Podgorze Duchackie";2011-07-04
"Krakow";"dywizjonu ";4;73;"parter";410000;5617;"Czyzyny";2011-07-04
"Krakow";"legnicka";3;72;"3";460000;6389;"Pradnik Bialy";2011-07-04
"Krakow";"bohaterow wrzesnia";3;68.13;"parter";365000;5358;"Mistrzejowice";2011-07-04
"Krakow";"lea";3;69.82;"4";540000;7735;"Krowodrza";2011-07-04
"Krakow";"aleja mickiewicza";2;40;"parter";450000;11250;"Stare Miasto";2011-07-04
"Krakow";"centrum e";4;85;"3";499000;5871;"Nowa Huta";2011-07-04
"Krakow";"juliusza lea";1;19.68;"1";212544;10800;"Krowodrza";2011-07-04
"Krakow";"juliusza lea";1;20.95;"1";226260;10800;"Krowodrza";2011-07-04
"Krakow";"juliusza lea";1;30.54;"1";313340;10260;"Krowodrza";2011-07-04
"Krakow";"juliusza lea";1;19.83;"1";214164;10801;"Krowodrza";2011-07-04
"Krakow";"juliusza lea";1;31.97;"1";328012;10260;"Krowodrza";2011-07-04
"Krakow";"borsucza";3;60.5;"6";339000;5604;"Podgorze";2011-07-04
"Krakow";"golaska";3;64;"1";399000;6235;"Podgorze Duchackie";2011-07-04
"Krakow";"lubostron";3;85.4;"2";5e+05;5855;"Debniki";2011-07-04
"Krakow";"";4;87;"2";960000;11035;"Zwierzyniec";2011-07-04
"Krakow";"niepodleglosci";3;47.8;"parter";285000;5963;"Bienczyce";2011-07-04
"Krakow";"oswiecenia";3;54;"5";395000;7315;"Mistrzejowice";2011-07-04
"Krakow";"kluzeka";3;46;"8";313000;6805;"Pradnik Bialy";2011-07-04
"Krakow";"lobzowska";2;45;"5";624000;13867;"Stare Miasto";2011-07-04
"Krakow";"sw";2;58.76;"4";575848;9800;"Stare Miasto";2011-07-04
"Krakow";"";2;49;"10";295000;6021;"Nowa Huta";2011-07-04
"Krakow";"konrada wallenroda";1;32;"2";185000;5782;"Podgorze Duchackie";2011-07-04
"Krakow";"kosciuszki";3;92;"5";970000;10544;"Zwierzyniec";2011-07-04
"Krakow";"wysokie";2;40;"5";245000;6125;"Bienczyce";2011-07-04
"Krakow";"";5;160;"3";899000;5619;"Pradnik Czerwony";2011-07-04
"Krakow";"kuznicy kollatajowskiej";2;56.99;"parter";330000;5791;"Pradnik Bialy";2011-07-04
"Krakow";"kuznicy kollatajowskiej";2;35;"6";255000;7286;"Krowodrza";2011-07-04
"Krakow";"";2;48.9;"1";389000;7956;"Debniki";2011-07-04
"Krakow";"czarnogorska";3;54;"4";320000;5926;"Podgorze Duchackie";2011-07-04
"Krakow";"tuchowska";3;68;"parter";440000;6471;"Podgorze Duchackie";2011-07-04
"Krakow";"dietla";2;53;"2";409000;7717;"Stare Miasto";2011-07-04
"Krakow";"galla";1;27;"";175000;6482;"Krowodrza";2011-07-04
"Krakow";"";1;38.15;"1";248738;6520;"Nowa Huta";2011-07-04
"Krakow";"";1;34.91;"2";227613;6520;"Nowa Huta";2011-07-04
"Krakow";"";1;38.2;"1";249064;6520;"Nowa Huta";2011-07-04
"Krakow";"";1;38.09;"1";248347;6521;"Nowa Huta";2011-07-04
"Krakow";"ostatnia";3;63;"14";479000;7604;"Grzegorzki";2011-07-03
"Krakow";"wysokie";2;44;"3";265000;6023;"Bienczyce";2011-07-03
"Krakow";"ks";3;90;"2";990000;11000;"Podgorze";2011-07-03
"Krakow";"armii krajowej";3;100;"11";2200000;22000;"Krowodrza";2011-07-03
"Krakow";"";1;62.34;"3";462000;7411;"Grzegorzki";2011-07-03
"Krakow";"gurgacza";1;18.5;"1";162000;8757;"Grzegorzki";2011-07-03
"Krakow";"osiedle niepodleglosci";3;48;"parter";288000;6000;"Bienczyce";2011-07-03
"Krakow";"spoldzielcow";3;48;"2";279000;5813;"Podgorze";2011-07-03
"Krakow";"okulickiego";2;34.2;"6";240000;7018;"Nowa Huta";2011-07-03
"Krakow";"spoldzielcow";2;57.5;"10";377000;6557;"Podgorze";2011-07-03
"Krakow";"turka";3;56.45;"3";325000;5758;"Podgorze";2011-07-03
"Krakow";"lobzowska";2;58.04;"1";695000;11975;"Grzegorzki";2011-07-03
"Krakow";"komuny paryskiej";2;56;"2";355000;6340;"Debniki";2011-07-03
"Krakow";"krowodrza gorka";2;50;"1";335000;6700;"Krowodrza";2011-07-03
"Krakow";"rynek debnicki ";4;131;"1";495000;3779;"Debniki";2011-07-03
"Krakow";"rynek debnicki rej";4;127;"1";550000;4331;"Debniki";2011-07-03
"Krakow";"galla";1;16;"";125280;7830;"Krowodrza";2011-07-03
"Krakow";"dobra ";3;73;"1";590000;8083;"Pradnik Czerwony";2011-07-03
"Krakow";"skarbinskiego";2;45;"6";310000;6889;"Krowodrza";2011-07-03
"Krakow";"fiolkowa";3;86;"2";670000;7791;"Pradnik Czerwony";2011-07-03
"Krakow";"chelmonskiego";2;55.63;"1";430000;7730;"Pradnik Bialy";2011-07-03
"Krakow";"mysliwska";3;66;"4";377000;5713;"Podgorze";2011-07-02
"Krakow";"komandosow";2;38;"2";270000;7106;"Podgorze";2011-07-02
"Krakow";"huculska";1;33;"2";255000;7728;"Podgorze";2011-07-02
"Krakow";"lipinskiego";3;57.07;"2";410000;7185;"Podgorze";2011-07-02
"Krakow";"turniejowa";3;63.2;"2";420000;6646;"Podgorze Duchackie";2011-07-02
"Krakow";"borkowska";2;37.14;"";222000;5978;"Podgorze";2011-07-02
"Krakow";"halszki";1;35.11;"5";228180;6500;"Podgorze";2011-07-02
"Krakow";"pod  fortem";1;39;"2";312000;8000;"Krowodrza";2011-07-02
"Krakow";"sw";1;34.6;"4";169000;4885;"Biezanow-Prokocim";2011-07-02
"Krakow";"mogilska";2;42;"2";329000;7834;"Grzegorzki";2011-07-02
"Krakow";"urzednicza";3;83;"2";690000;8314;"Krowodrza";2011-07-02
"Krakow";"strusia";2;38;"7";230000;6053;"Nowa Huta";2011-07-02
"Krakow";"krowoderskich zuchow";4;64;"3";460000;7188;"Krowodrza";2011-07-02
"Krakow";"fiolkowa";3;86;"2";680000;7907;"Grzegorzki";2011-07-02
"Krakow";"filarecka";2;38.96;"3";350000;8984;"Zwierzyniec";2011-07-02
"Krakow";"lobzowska";3;97;"parter";1499000;15454;"Stare Miasto";2011-07-02
"Krakow";"soltyka";1;32.8;"parter";269999;8232;"Grzegorzki";2011-07-02
"Krakow";"lukasinskiego";2;30;"1";240000;8000;"Lagiewniki";2011-07-02
"Krakow";"torfowa";4;69.4;"2";399000;5750;"Podgorze";2011-07-02
"Krakow";"meiera";1;36.4;"1";218000;5990;"Pradnik Bialy";2011-07-02
"Krakow";"dywizjonu ";3;62.5;"4";335000;5360;"Nowa Huta";2011-07-02
"Krakow";"chelmonskiego";3;78.14;"1";540000;6911;"Pradnik Bialy";2011-07-02
"Krakow";"osiedle piastow";2;48;"4";349000;7271;"Mistrzejowice";2011-07-02
"Krakow";"heleny";4;82;"4";470000;5732;"Biezanow-Prokocim";2011-07-01
"Krakow";"telimeny";3;62;"4";350000;5646;"Biezanow-Prokocim";2011-07-01
"Krakow";"juliusza lea";1;26.74;"parter";274352;10260;"Krowodrza";2011-07-01
"Krakow";"mozarta";3;76;"2";548000;7211;"Krowodrza";2011-07-01
"Krakow";"rakowicka";2;80;"2";497000;6213;"Grzegorzki";2011-07-01
"Krakow";"luzycka";3;55.7;"5";305000;5476;"Podgorze Duchackie";2011-07-01
"Krakow";"kluzeka";3;46.5;"8";321000;6904;"Krowodrza";2011-07-01
"Krakow";"spoldzielcow";2;37;"10";2e+05;5406;"Podgorze";2011-07-01
"Krakow";"kwartowa";4;160;"3";879000;5494;"Pradnik Czerwony";2011-07-01
"Krakow";"wysokie ";2;45.5;"2";249000;5473;"Nowa Huta";2011-07-01
"Krakow";"";3;67;"1";406000;6060;"Nowa Huta";2011-07-01
"Krakow";"gorna";1;38;"parter";255000;6711;"Bronowice";2011-07-01
"Krakow";"";2;36;"1";245000;6806;"Nowa Huta";2011-07-01
"Krakow";"plac matejki";2;80.55;"1";950000;11794;"Grzegorzki";2011-07-01
"Krakow";"kopernika";3;102;"1";859000;8422;"Stare Miasto";2011-07-01
"Krakow";"kopernika";2;55;"parter";460000;8364;"Biezanow-Prokocim";2011-07-01
"Krakow";"rakowickiej";1;41;"3";269000;6561;"Pradnik Czerwony";2011-07-01
"Krakow";"lokietka";2;37;"1";260000;7028;"Krowodrza";2011-07-01
"Krakow";"okolice wielickiej";1;18;"8";150000;8334;"Biezanow-Prokocim";2011-07-01
"Krakow";"wyslouchow";2;50;"2";274000;5480;"Podgorze Duchackie";2011-07-01
"Krakow";"siewnej";2;60;"5";406000;6767;"Krowodrza";2011-07-01
"Krakow";"ii pulku lotniczego";2;52;"2";356000;6847;"Czyzyny";2011-07-01
"Krakow";"okolica krowoderskich zuchow";4;64;"4";375000;5860;"Krowodrza";2011-07-01
"Krakow";"radziwillowska";1;35;"1";320000;9143;"Stare Miasto";2011-07-01
"Krakow";"";3;53.8;"parter";403500;7500;"Podgorze";2011-07-01
"Krakow";"";3;82;"1";615000;7500;"Podgorze";2011-07-01
"Krakow";"";3;62;"parter";465000;7500;"Podgorze";2011-07-01
"Krakow";"";3;53.6;"1";402000;7500;"Podgorze";2011-07-01
"Krakow";"";3;79.9;"1";599250;7500;"Podgorze";2011-07-01
"Krakow";"";3;53.6;"1";402000;7500;"Podgorze";2011-07-01
"Krakow";"";3;57.2;"1";429000;7500;"Podgorze";2011-07-01
"Krakow";"";3;82;"2";615000;7500;"Podgorze";2011-07-01
"Krakow";"";3;53.6;"2";402000;7500;"Podgorze";2011-07-01
"Krakow";"";3;53.4;"2";400500;7500;"Podgorze";2011-07-01
"Krakow";"";3;79.2;"3";594000;7500;"Podgorze";2011-07-01
"Krakow";"";3;57.9;"2";434250;7500;"Podgorze";2011-07-01
"Krakow";"";3;80.7;"2";605250;7500;"Podgorze";2011-07-01
"Krakow";"";3;53.3;"3";399750;7500;"Podgorze";2011-07-01
"Krakow";"";3;77.5;"3";581250;7500;"Podgorze";2011-07-01
"Krakow";"";3;53.8;"3";403500;7500;"Podgorze";2011-07-01
"Krakow";"";3;57.1;"3";428250;7500;"Podgorze";2011-07-01
"Krakow";"";1;24;"parter";187000;7792;"Podgorze";2011-07-01
"Krakow";"obozowa";2;52;"2";336000;6462;"Podgorze";2011-07-01
"Krakow";"kwartowa";5;87;"3";559000;6426;"Pradnik Czerwony";2011-07-01
"Krakow";"stare miasto";4;109.96;"3";2144220;19500;"Stare Miasto";2011-07-01
"Krakow";"stare miasto";2;57.98;"3";1043640;18000;"Stare Miasto";2011-07-01
"Krakow";"stare miasto";2;49.3;"3";936700;19000;"Stare Miasto";2011-07-01
"Krakow";"stare miasto";3;69.12;"3";1347840;19500;"Stare Miasto";2011-07-01
"Krakow";"stare miasto";3;58.61;"3";1113590;19000;"Stare Miasto";2011-07-01
"Krakow";"okulickiego";3;52;"5";385000;7404;"Nowa Huta";2011-07-01
"Krakow";"telimeny";3;62;"4";350000;5646;"Podgorze";2011-07-01
"Krakow";"praska";6;135;"1";1015000;7519;"Podgorze";2011-07-01
"Krakow";"cegielniana";3;86;"1";480000;5582;"Podgorze";2011-07-01
"Krakow";"przemiarki";3;49;"2";470000;9592;"Podgorze";2011-07-01
"Krakow";"kielecka";1;28;"4";215000;7679;"Grzegorzki";2011-07-01
"Krakow";"";2;35.4;"parter";283000;7995;"Bronowice";2011-07-01
"Krakow";"";4;90;"3";498000;5534;"Lagiewniki";2011-07-01
"Krakow";"";3;68;"5";470000;6912;"Krowodrza";2011-07-01
"Krakow";"";3;70;"6";519000;7415;"Lagiewniki";2011-07-01
"Krakow";"";2;73;"1";459000;6288;"Podgorze";2011-07-01
"Krakow";"chmieleniec";3;67.84;"parter";490000;7223;"Debniki";2011-07-01
"Krakow";"gabriela narutowicza";3;62.4;"4";370000;5930;"Krowodrza";2011-07-01
"Krakow";"gabriela narutowicza";3;62.4;"4";370000;5930;"Krowodrza";2011-07-01
"Krakow";"rynek debnicki";3;104;"1";779000;7491;"Debniki";2011-07-01
"Krakow";"milkowskiego zygmunta";2;67;"4";439000;6553;"Podgorze";2011-07-01
"Krakow";"dytmara soltysa";2;86;"6";750000;8721;"Bronowice";2011-07-01
"Krakow";"podlesie";3;62;"3";349000;5630;"Biezanow-Prokocim";2011-07-01
"Krakow";"szlak";2;50;"2";430000;8600;"Stare Miasto";2011-07-01
"Krakow";"kobierzynska";4;75;"1";380000;5067;"Podgorze";2011-07-01
"Krakow";"sebastiana sw";2;75.6;"4";780000;10318;"Stare Miasto";2011-07-01
"Krakow";"sciegiennego";3;70;"parter";318000;4543;"Biezanow-Prokocim";2011-07-01
"Krakow";"halszki";2;50;"1";340000;6800;"Podgorze";2011-07-01
"Krakow";"luzycka";3;87;"1";640000;7357;"Podgorze";2011-07-01
"Krakow";"luzycka";3;55.7;"5";325000;5835;"Podgorze";2011-07-01
"Krakow";"halszki por";3;60;"parter";450000;7500;"Podgorze";2011-07-01
"Krakow";"luzycka";1;38;"parter";275000;7237;"Podgorze";2011-07-01
"Krakow";"wyslouchow marii i boleslawa";1;38.2;"1";248675;6510;"Podgorze";2011-07-01
"Krakow";"komandosow";1;19.7;"1";175000;8884;"Debniki";2011-07-01
"Krakow";"mysliwska";2;55;"parter";326000;5928;"Podgorze";2011-07-01
"Krakow";"lobzowska";2;58.04;"1";695000;11975;"Grzegorzki";2011-07-01
"Krakow";"ugorek";1;18;"6";169000;9389;"Pradnik Czerwony";2011-07-01
"Krakow";"bernardynska";2;43.4;"parter";449000;10346;"Stare Miasto";2011-07-01
"Krakow";"lobzowska";1;25;"7";265000;10600;"Krowodrza";2011-07-01
"Krakow";"powstancow";1;33;"parter";195000;5910;"Pradnik Czerwony";2011-07-01
"Krakow";"turniejowa";3;63.2;"2";420000;6646;"Podgorze Duchackie";2011-07-01
"Krakow";"stare podgorze";3;81;"2";649000;8013;"Podgorze";2011-07-01
"Krakow";"stare podgorze";3;56;"1";489000;8733;"Podgorze";2011-07-01
"Krakow";"stare podgorze";1;30;"3";279000;9300;"Podgorze";2011-07-01
"Krakow";"stare podgorze";2;38;"3";369000;9711;"Podgorze";2011-07-01
"Krakow";"narciarska";3;55;"9";345000;6273;"Czyzyny";2011-07-01
"Krakow";"";2;45.5;"";595000;13077;"inne";2011-07-01
"Krakow";"gorali";3;62.19;"2";330000;5307;"Nowa Huta";2011-07-01
"Krakow";"mistrzejowice nowe";3;62;"4";380000;6130;"Nowa Huta";2011-07-01
"Krakow";"spoldzielcow";2;37;"10";199900;5403;"Biezanow-Prokocim";2011-07-01
"Krakow";"heleny";4;82;"parter";350000;4269;"Biezanow-Prokocim";2011-07-01
"Krakow";"kalwaryjska";3;64;"2";510000;7969;"Podgorze";2011-07-01
"Krakow";"bosakow";2;39;"3";350000;8975;"Pradnik Czerwony";2011-07-01
"Krakow";"majora";3;53;"4";340000;6416;"Pradnik Czerwony";2011-07-01
"Krakow";"wysokie ";2;45;"2";260000;5778;"Nowa Huta";2011-07-01
"Krakow";"grabowa";1;40;"3";299000;7475;"Zwierzyniec";2011-07-01
"Krakow";"cybulskiego";3;105.18;"3";1060000;10078;"Stare Miasto";2011-07-01
"Krakow";"kadecka";3;92.79;"2";7e+05;7544;"Krowodrza";2011-07-01
"Krakow";"kadecka";4;100;"1";850000;8500;"Krowodrza";2011-07-01
"Krakow";"juliusza lea";1;22.24;"parter";240192;10800;"Krowodrza";2011-07-01
"Krakow";"juliusza lea";1;19.23;"parter";207684;10800;"Krowodrza";2011-07-01
"Krakow";"krowoderskich zuchow";4;64;"4";380000;5938;"Krowodrza";2011-07-01
"Krakow";"mazowiecka";4;73;"1";655000;8973;"inne";2011-07-01
"Krakow";"zyblikiewicza";2;43.6;"parter";385000;8831;"Stare Miasto";2011-07-01
"Krakow";"wyslouchow";2;52;"1";359000;6904;"Podgorze Duchackie";2011-07-01
"Krakow";"osiedle centrum d";2;36.4;"3";235000;6457;"Nowa Huta";2011-07-01
"Krakow";"lobzowska";1;25;"7";265000;10600;"Grzegorzki";2011-07-01
"Krakow";"centrum b";3;59;"5";370000;6272;"Nowa Huta";2011-07-01
"Krakow";"puzaka ";1;27;"3";178000;6593;"Pradnik Bialy";2011-07-01
"Krakow";"krotka";5;128;"1";1856000;14500;"Stare Miasto";2011-07-01
"Krakow";"centrum d";3;37;"3";235000;6352;"Nowa Huta";2011-07-01
"Krakow";"na lotnisku ";2;36;"parter";239000;6639;"Nowa Huta";2011-07-01
"Krakow";"na lotnisku ";2;44;"1";228000;5182;"Nowa Huta";2011-07-01
"Krakow";"osiedle zielone ";2;47;"1";255000;5426;"Nowa Huta";2011-07-01
"Krakow";"grzegorzecka";3;74;"3";1025000;13852;"Grzegorzki";2011-07-01
"Krakow";"rakowicka";3;82;"parter";520000;6342;"Grzegorzki";2011-07-01
"Krakow";"soltysa dytmara";3;85;"12";799000;9400;"inne";2011-07-01
"Krakow";"szkolne ";1;29;"2";189000;6518;"Nowa Huta";2011-07-01
"Krakow";"wysokie ";2;44.54;"3";260000;5838;"Nowa Huta";2011-07-01
"Krakow";"centrum b";3;63;"5";434000;6889;"Nowa Huta";2011-07-01
"Krakow";"wloska";2;52;"5";458000;8808;"Podgorze Duchackie";2011-07-01
"Krakow";"zgody";1;37;"4";219000;5919;"Nowa Huta";2011-07-01
"Krakow";"centrum b ";3;58.5;"5";359000;6137;"inne";2011-07-01
"Krakow";"widok";1;25;"4";179000;7160;"Grzegorzki";2011-07-01
"Krakow";"okolice dh kaufland";1;26;"4";235000;9039;"Krowodrza";2011-07-01
"Krakow";"ladna";2;50;"2";306000;6120;"Pradnik Czerwony";2011-07-01
"Krakow";"sw";3;79.25;"2";850000;10726;"Stare Miasto";2011-07-01
"Krakow";"krolowej jadwigi";3;84;"3";499000;5941;"Zwierzyniec";2011-07-01
"Krakow";"turkusowa";2;38.95;"3";350000;8986;"Pradnik Czerwony";2011-07-01
"Krakow";"krowoderska";4;112.5;"4";1125000;10000;"Stare Miasto";2011-07-01
"Krakow";"";2;52;"parter";290000;5577;"Podgorze";2011-07-01
"Krakow";"";2;42.2;"parter";260000;6162;"Grzegorzki";2011-07-01
"Krakow";"dobrego pasterza";3;73.05;"2";540000;7393;"Grzegorzki";2011-07-01
"Krakow";"";2;57;"3";320000;5615;"Grzegorzki";2011-07-01
"Krakow";"chelmonskiego";3;55;"8";340000;6182;"Krowodrza";2011-07-01
"Krakow";"stojalowskiego";3;61.4;"parter";315000;5131;"Podgorze";2011-07-01
"Krakow";"luzycka";3;55.7;"5";304000;5458;"Podgorze";2011-07-01
"Krakow";"mostowa";2;82;"2";670000;8171;"Stare Miasto";2011-07-01
"Krakow";"rakowicka";2;77.8;"2";5e+05;6427;"Grzegorzki";2011-07-01
"Krakow";"dietla";2;53;"2";408000;7699;"Stare Miasto";2011-07-01
"Krakow";"ostatnia";2;47;"8";377000;8022;"Grzegorzki";2011-07-01
"Krakow";"klonowica";2;70;"";350000;5000;"Podgorze Duchackie";2011-07-01
"Krakow";"milkowskiego";3;99;"10";799000;8071;"Podgorze";2011-07-01
"Krakow";"";1;32;"2";222000;6938;"Podgorze";2011-07-01
